ID,year_type_id,연령대,지표,사고유형,건수
801,2023,20세이하,사고[건],철길건널목,0
802,2023,20세이하,사망[명],차대사람,1690
803,2023,20세이하,사망[명],차대차,5380
804,2023,20세이하,사망[명],차량단독,453
805,2023,20세이하,사망[명],철길건널목,0
806,2023,20세이하,부상[명],차대사람,4147
807,2023,20세이하,부상[명],차대차,19992
808,2023,20세이하,부상[명],차량단독,836
809,2023,20세이하,부상[명],철길건널목,0
810,2023,21~30세,사고[건],차대사람,95
811,2023,21~30세,사고[건],차대차,121
812,2023,21~30세,사고[건],차량단독,80
813,2023,21~30세,사고[건],철길건널목,0
814,2023,21~30세,사망[명],차대사람,4369
815,2023,21~30세,사망[명],차대차,31796
816,2023,21~30세,사망[명],차량단독,960
817,2023,21~30세,사망[명],철길건널목,0
818,2023,21~30세,부상[명],차대사람,4642
819,2023,21~30세,부상[명],차대차,22187
820,2023,21~30세,부상[명],차량단독,840
821,2023,21~30세,부상[명],철길건널목,0
822,2023,31~40세,사고[건],차대사람,92
823,2023,31~40세,사고[건],차대차,113
824,2023,31~40세,사고[건],차량단독,55
825,2023,31~40세,사고[건],철길건널목,0
826,2023,31~40세,사망[명],차대사람,4824
827,2023,31~40세,사망[명],차대차,34585
828,2023,31~40세,사망[명],차량단독,941
829,2023,31~40세,사망[명],철길건널목,0
830,2023,31~40세,부상[명],차대사람,6324
831,2023,31~40세,부상[명],차대차,25872
832,2023,31~40세,부상[명],차량단독,1232
833,2023,31~40세,부상[명],철길건널목,0
834,2023,41~50세,사고[건],차대사람,135
835,2023,41~50세,사고[건],차대차,145
836,2023,41~50세,사고[건],차량단독,77
837,2023,41~50세,사고[건],철길건널목,0
838,2023,41~50세,사망[명],차대사람,6514
839,2023,41~50세,사망[명],차대차,40204
840,2023,41~50세,사망[명],차량단독,1301
841,2023,41~50세,사망[명],철길건널목,0
842,2023,41~50세,부상[명],차대사람,8414
843,2023,41~50세,부상[명],차대차,33737
844,2023,41~50세,부상[명],차량단독,2170
845,2023,41~50세,부상[명],철길건널목,1
846,2023,51~60세,사고[건],차대사람,228
847,2023,51~60세,사고[건],차대차,230
848,2023,51~60세,사고[건],차량단독,127
849,2023,51~60세,사고[건],철길건널목,0
850,2023,51~60세,사망[명],차대사람,8632
851,2023,51~60세,사망[명],차대차,52024
852,2023,51~60세,사망[명],차량단독,2383
853,2023,51~60세,사망[명],철길건널목,1
854,2023,51~60세,부상[명],차대사람,3720
855,2023,51~60세,부상[명],차대차,15390
856,2023,51~60세,부상[명],차량단독,936
857,2023,51~60세,부상[명],철길건널목,0
858,2023,61~64세,사고[건],차대사람,96
859,2023,61~64세,사고[건],차대차,94
860,2023,61~64세,사고[건],차량단독,58
861,2023,61~64세,사고[건],철길건널목,0
862,2023,61~64세,사망[명],차대사람,3812
863,2023,61~64세,사망[명],차대차,23843
864,2023,61~64세,사망[명],차량단독,1070
865,2023,61~64세,사망[명],철길건널목,0
866,2023,61~64세,부상[명],차대사람,7066
867,2023,61~64세,부상[명],차대차,30570
868,2023,61~64세,부상[명],차량단독,1977
869,2023,61~64세,부상[명],철길건널목,1
870,2023,65세이상,사고[건],차대사람,198
871,2023,65세이상,사고[건],차대차,311
872,2023,65세이상,사고[건],차량단독,235
873,2023,65세이상,사고[건],철길건널목,1
874,2023,65세이상,사망[명],차대사람,7304
875,2023,65세이상,사망[명],차대차,46637
876,2023,65세이상,사망[명],차량단독,2126
877,2023,65세이상,사망[명],철길건널목,0
878,2023,65세이상,부상[명],차대사람,1105
879,2023,65세이상,부상[명],차대차,1533
880,2023,65세이상,부상[명],차량단독,13
881,2023,65세이상,부상[명],철길건널목,0
882,2023,연령불명,사고[건],차대사람,0
883,2023,연령불명,사고[건],차대차,0
884,2023,연령불명,사고[건],차량단독,0
885,2023,연령불명,사고[건],철길건널목,0
886,2023,연령불명,사망[명],차대사람,1118
887,2023,연령불명,사망[명],차대차,1818
888,2023,연령불명,사망[명],차량단독,14
889,2023,연령불명,사망[명],철길건널목,0
