ID,year_type_id,연령대,사고유형,지표,건수
445,2019,20세이하,철길건널목,사고[건],0
446,2019,20세이하,차대사람,사망[명],1576
447,2019,20세이하,차대차,사망[명],8106
448,2019,20세이하,차량단독,사망[명],805
449,2019,20세이하,철길건널목,사망[명],1
450,2019,20세이하,차대사람,부상[명],5524
451,2019,20세이하,차대차,부상[명],23938
452,2019,20세이하,차량단독,부상[명],1168
453,2019,20세이하,철길건널목,부상[명],1
454,2019,21~30세,차대사람,사고[건],121
455,2019,21~30세,차대차,사고[건],166
456,2019,21~30세,차량단독,사고[건],89
457,2019,21~30세,철길건널목,사고[건],0
458,2019,21~30세,차대사람,사망[명],5817
459,2019,21~30세,차대차,사망[명],40367
460,2019,21~30세,차량단독,사망[명],1433
461,2019,21~30세,철길건널목,사망[명],1
462,2019,21~30세,차대사람,부상[명],6734
463,2019,21~30세,차대차,부상[명],27065
464,2019,21~30세,차량단독,부상[명],1178
465,2019,21~30세,철길건널목,부상[명],1
466,2019,31~40세,차대사람,사고[건],183
467,2019,31~40세,차대차,사고[건],181
468,2019,31~40세,차량단독,사고[건],63
469,2019,31~40세,철길건널목,사고[건],2
470,2019,31~40세,차대사람,사망[명],6887
471,2019,31~40세,차대차,사망[명],44632
472,2019,31~40세,차량단독,사망[명],1328
473,2019,31~40세,철길건널목,사망[명],0
474,2019,31~40세,차대사람,부상[명],9202
475,2019,31~40세,차대차,부상[명],32828
476,2019,31~40세,차량단독,부상[명],1739
477,2019,31~40세,철길건널목,부상[명],0
478,2019,41~50세,차대사람,사고[건],268
479,2019,41~50세,차대차,사고[건],237
480,2019,41~50세,차량단독,사고[건],79
481,2019,41~50세,철길건널목,사고[건],0
482,2019,41~50세,차대사람,사망[명],9396
483,2019,41~50세,차대차,사망[명],54017
484,2019,41~50세,차량단독,사망[명],2008
485,2019,41~50세,철길건널목,사망[명],0
486,2019,41~50세,차대사람,부상[명],11304
487,2019,41~50세,차대차,부상[명],41735
488,2019,41~50세,차량단독,부상[명],2771
489,2019,41~50세,철길건널목,부상[명],4
490,2019,51~60세,차대사람,사고[건],347
491,2019,51~60세,차대차,사고[건],293
492,2019,51~60세,차량단독,사고[건],150
493,2019,51~60세,철길건널목,사고[건],0
494,2019,51~60세,차대사람,사망[명],11517
495,2019,51~60세,차대차,사망[명],68237
496,2019,51~60세,차량단독,사망[명],3312
497,2019,51~60세,철길건널목,사망[명],10
498,2019,51~60세,차대사람,부상[명],3987
499,2019,51~60세,차대차,부상[명],14986
500,2019,51~60세,차량단독,부상[명],874
501,2019,51~60세,철길건널목,부상[명],0
502,2019,61~64세,차대사람,사고[건],140
503,2019,61~64세,차대차,사고[건],107
504,2019,61~64세,차량단독,사고[건],58
505,2019,61~64세,철길건널목,사고[건],0
506,2019,61~64세,차대사람,사망[명],4052
507,2019,61~64세,차대차,사망[명],24432
508,2019,61~64세,차량단독,사망[명],1029
509,2019,61~64세,철길건널목,사망[명],0
510,2019,61~64세,차대사람,부상[명],6162
511,2019,61~64세,차대차,부상[명],25295
512,2019,61~64세,차량단독,부상[명],1781
513,2019,61~64세,철길건널목,부상[명],1
514,2019,65세이상,차대사람,사고[건],188
515,2019,65세이상,차대차,사고[건],366
516,2019,65세이상,차량단독,사고[건],215
517,2019,65세이상,철길건널목,사고[건],0
518,2019,65세이상,차대사람,사망[명],6319
519,2019,65세이상,차대차,사망[명],39818
520,2019,65세이상,차량단독,사망[명],2085
521,2019,65세이상,철길건널목,사망[명],1
522,2019,65세이상,차대사람,부상[명],1831
523,2019,65세이상,차대차,부상[명],2224
524,2019,65세이상,차량단독,부상[명],36
525,2019,65세이상,철길건널목,부상[명],0
526,2019,연령불명,차대사람,사고[건],0
527,2019,연령불명,차대차,사고[건],1
528,2019,연령불명,차량단독,사고[건],0
529,2019,연령불명,철길건널목,사고[건],0
530,2019,연령불명,차대사람,사망[명],1842
531,2019,연령불명,차대차,사망[명],2647
532,2019,연령불명,차량단독,사망[명],37
533,2019,연령불명,철길건널목,사망[명],0
