ID,year_type_id,연령대,지표,사고유형,건수
623,2021,20세이하,사고[건],철길건널목,0
624,2021,20세이하,사망[명],차대사람,1609
625,2021,20세이하,사망[명],차대차,7633
626,2021,20세이하,사망[명],차량단독,584
627,2021,20세이하,사망[명],철길건널목,0
628,2021,20세이하,부상[명],차대사람,4546
629,2021,20세이하,부상[명],차대차,23463
630,2021,20세이하,부상[명],차량단독,1066
631,2021,20세이하,부상[명],철길건널목,1
632,2021,21~30세,사고[건],차대사람,124
633,2021,21~30세,사고[건],차대차,140
634,2021,21~30세,사고[건],차량단독,96
635,2021,21~30세,사고[건],철길건널목,0
636,2021,21~30세,사망[명],차대사람,4733
637,2021,21~30세,사망[명],차대차,36933
638,2021,21~30세,사망[명],차량단독,1222
639,2021,21~30세,사망[명],철길건널목,1
640,2021,21~30세,부상[명],차대사람,4925
641,2021,21~30세,부상[명],차대차,24491
642,2021,21~30세,부상[명],차량단독,888
643,2021,21~30세,부상[명],철길건널목,0
644,2021,31~40세,사고[건],차대사람,135
645,2021,31~40세,사고[건],차대차,144
646,2021,31~40세,사고[건],차량단독,71
647,2021,31~40세,사고[건],철길건널목,0
648,2021,31~40세,사망[명],차대사람,5082
649,2021,31~40세,사망[명],차대차,38258
650,2021,31~40세,사망[명],차량단독,936
651,2021,31~40세,사망[명],철길건널목,0
652,2021,31~40세,부상[명],차대사람,6493
653,2021,31~40세,부상[명],차대차,28807
654,2021,31~40세,부상[명],차량단독,1180
655,2021,31~40세,부상[명],철길건널목,0
656,2021,41~50세,사고[건],차대사람,168
657,2021,41~50세,사고[건],차대차,226
658,2021,41~50세,사고[건],차량단독,100
659,2021,41~50세,사고[건],철길건널목,0
660,2021,41~50세,사망[명],차대사람,6648
661,2021,41~50세,사망[명],차대차,44692
662,2021,41~50세,사망[명],차량단독,1252
663,2021,41~50세,사망[명],철길건널목,0
664,2021,41~50세,부상[명],차대사람,8195
665,2021,41~50세,부상[명],차대차,36779
666,2021,41~50세,부상[명],차량단독,1964
667,2021,41~50세,부상[명],철길건널목,0
668,2021,51~60세,사고[건],차대사람,264
669,2021,51~60세,사고[건],차대차,257
670,2021,51~60세,사고[건],차량단독,118
671,2021,51~60세,사고[건],철길건널목,0
672,2021,51~60세,사망[명],차대사람,8300
673,2021,51~60세,사망[명],차대차,56770
674,2021,51~60세,사망[명],차량단독,2198
675,2021,51~60세,사망[명],철길건널목,0
676,2021,51~60세,부상[명],차대사람,3212
677,2021,51~60세,부상[명],차대차,14615
678,2021,51~60세,부상[명],차량단독,751
679,2021,51~60세,부상[명],철길건널목,0
680,2021,61~64세,사고[건],차대사람,111
681,2021,61~64세,사고[건],차대차,105
682,2021,61~64세,사고[건],차량단독,62
683,2021,61~64세,사고[건],철길건널목,0
684,2021,61~64세,사망[명],차대사람,3240
685,2021,61~64세,사망[명],차대차,22684
686,2021,61~64세,사망[명],차량단독,852
687,2021,61~64세,사망[명],철길건널목,0
688,2021,61~64세,부상[명],차대사람,5350
689,2021,61~64세,부상[명],차대차,24956
690,2021,61~64세,부상[명],차량단독,1535
691,2021,61~64세,부상[명],철길건널목,0
692,2021,65세이상,사고[건],차대사람,163
693,2021,65세이상,사고[건],차대차,321
694,2021,65세이상,사고[건],차량단독,225
695,2021,65세이상,사고[건],철길건널목,0
696,2021,65세이상,사망[명],차대사람,5483
697,2021,65세이상,사망[명],차대차,37535
698,2021,65세이상,사망[명],차량단독,1695
699,2021,65세이상,사망[명],철길건널목,0
700,2021,65세이상,부상[명],차대사람,1079
701,2021,65세이상,부상[명],차대차,1862
702,2021,65세이상,부상[명],차량단독,12
703,2021,65세이상,부상[명],철길건널목,0
704,2021,연령불명,사고[건],차대사람,0
705,2021,연령불명,사고[건],차대차,1
706,2021,연령불명,사고[건],차량단독,0
707,2021,연령불명,사고[건],철길건널목,0
708,2021,연령불명,사망[명],차대사람,1087
709,2021,연령불명,사망[명],차대차,2169
710,2021,연령불명,사망[명],차량단독,12
711,2021,연령불명,사망[명],철길건널목,0
